ëŒã«é“,èÍïó,ã«êî,ñ{èÍ,ãüëı,é©ïó,éùÇøì_,ÉhÉâ,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,ã«é˚éx,é˚éxîÕàÕ,ÉcÉÇ,ÉçÉì,ó¨ã«,ÉäÅ[É`,ÉäÅ[É`èÑñ⁄,ïõòI,É_É},ÉAÉKÉäèÑñ⁄,îN,åé,ì˙,ééçá
âÄìc,ìå,4,0,0,ñk,1400,12,3,9,12,14,14,16,16,21,22,24,31,32,32,1500,1,,,1,,,,,,2020,10,16,1
ìÒäKì∞,ìå,4,0,0,ìå,23600,12,3,6,8,11,11,14,20,18,18,22,24,27,37,-1500,-1,,,1,,,,,,2020,10,16,1
ãﬂì°,ìÏ,1,1,0,ìå,51500,31,5,13,16,19,22,22,23,25,27,27,31,33,33,-2100,-1,1,,,,,,,,2020,10,16,1
ëÚçË,ìÏ,1,1,0,ìÏ,23500,31,4,8,12,13,16,21,25,27,28,34,35,36,37,-1100,-1,1,,,,,,,,2020,10,16,1
âÄìc,ìÏ,1,1,0,êº,2900,31,3,3,9,9,9,12,17,18,19,26,28,34,37,-2100,-1,1,,,1,9,,,,2020,10,16,1
ìÒäKì∞,ìÏ,1,1,0,ñk,22100,31,3,8,8,12,15,16,18,22,23,24,29,34,36,5300,2,1,,,1,8,,,15,2020,10,16,1
ãﬂì°,ìÏ,2,0,0,ñk,49400,13,1,2,6,13,15,20,16,19,24,25,33,35,37,-2000,-1,1,,,,,,,,2020,10,16,1
ëÚçË,ìÏ,2,0,0,ìå,22400,13,1,7,8,11,14,14,18,19,21,22,28,29,31,-4000,-2,1,,,,,1,,,2020,10,16,1
âÄìc,ìÏ,2,0,0,ìÏ,800,13,4,7,8,16,23,25,26,27,28,32,34,36,36,-2000,-1,1,,,,,,,,2020,10,16,1
ìÒäKì∞,ìÏ,2,0,0,êº,27400,13,2,4,4,13,14,15,16,17,18,27,31,34,37,8000,2,1,,,1,4,,,11,2020,10,16,1
ãﬂì°,ìÏ,3,0,0,êº,47400,11,4,7,11,12,16,17,22,23,24,26,31,33,34,-1500,-1,,,1,,,,,,2020,10,16,1
ëÚçË,ìÏ,3,0,0,ñk,18400,11,1,4,4,9,9,13,15,20,21,24,29,31,32,-1500,-1,,,1,,,,,,2020,10,16,1
âÄìc,ìÏ,3,0,0,ìå,-1200,11,8,11,13,14,16,18,19,22,23,25,30,28,34,1500,1,,,1,,,1,,,2020,10,16,1
ìÒäKì∞,ìÏ,3,0,0,ìÏ,35400,11,1,3,10,6,6,12,13,15,18,21,33,33,35,500,1,,,1,1,15,,,,2020,10,16,1
ãﬂì°,ìÏ,3,1,1,êº,45900,24,6,8,8,9,15,16,21,23,28,33,34,34,34,3800,1,1,,,,,1,,8,2020,10,16,1
ëÚçË,ìÏ,3,1,1,ñk,16900,24,2,3,7,8,11,17,18,26,29,29,33,35,36,-500,-1,1,,,,,,,,2020,10,16,1
âÄìc,ìÏ,3,1,1,ìå,300,24,2,9,12,14,15,16,22,24,26,27,31,32,35,-800,-1,1,,,,,,,,2020,10,16,1
ìÒäKì∞,ìÏ,3,1,1,ìÏ,35900,24,1,3,3,4,7,9,13,18,24,28,28,31,35,-1500,-1,1,,,1,7,,,,2020,10,16,1
ãﬂì°,ìÏ,4,0,0,ìÏ,49700,5,8,11,12,15,16,17,18,23,24,27,29,29,34,1000,1,,1,,,,1,,10,2020,10,16,1
ëÚçË,ìÏ,4,0,0,êº,16400,5,1,1,2,3,3,7,11,14,19,22,25,32,32,-1000,-1,,1,,,,,,,2020,10,16,1
âÄìc,ìÏ,4,0,0,ñk,-500,5,6,7,9,11,16,17,24,25,28,33,33,35,37,0,-1,,,,,,,,,2020,10,16,1
ìÒäKì∞,ìÏ,4,0,0,ìå,34400,5,1,4,5,10,6,8,13,20,26,27,31,33,36,0,-1,,,,,,,,,2020,10,16,1
èüñî,ìå,1,0,0,ìå,25000,17,1,6,7,14,15,16,#N/A,21,27,29,32,35,37,0,-1,,,,,,,,,2020,10,16,2
óÈñÿ,ìå,1,0,0,ìÏ,25000,17,1,2,5,10,8,16,18,19,23,24,32,33,35,-12000,-2,,1,,,,,,,2020,10,16,2
äùêX,ìå,1,0,0,êº,25000,17,3,5,6,8,21,21,22,26,32,34,36,37,37,0,-1,,,,,,,,,2020,10,16,2
ì‡êÏ,ìå,1,0,0,ñk,25000,17,7,12,12,13,13,18,25,25,30,26,27,27,28,12000,2,,1,,1,5,,,10,2020,10,16,2
èüñî,ìå,2,0,0,ñk,25000,4,4,6,8,9,12,13,14,15,19,21,27,28,35,4000,1,1,,,,,,1,8,2020,10,16,2
óÈñÿ,ìå,2,0,0,ìå,13000,4,2,2,4,7,8,12,17,18,29,29,33,35,35,-2000,-1,1,,,,,2,,,2020,10,16,2
äùêX,ìå,2,0,0,ìÏ,25000,4,1,2,5,7,9,19,22,23,25,26,29,34,36,-1000,-1,1,,,,,,,,2020,10,16,2
ì‡êÏ,ìå,2,0,0,êº,37000,4,1,3,5,6,12,14,16,19,21,24,27,37,37,-1000,-1,1,,,,,,,,2020,10,16,2
èüñî,ìå,3,0,0,êº,29000,37,4,10,8,11,18,23,27,27,28,29,32,34,35,500,1,,,1,1,16,,,,2020,10,16,2
óÈñÿ,ìå,3,0,0,ñk,11000,37,2,2,3,7,11,11,12,14,16,19,27,32,36,-1500,-1,,,1,,,1,,,2020,10,16,2
äùêX,ìå,3,0,0,ìå,24000,37,5,13,14,18,19,21,28,29,29,31,32,34,37,-1500,-1,,,1,,,,,,2020,10,16,2
ì‡êÏ,ìå,3,0,0,ìÏ,36000,37,1,4,6,7,7,8,14,15,16,22,24,33,37,500,1,,,1,1,7,,,,2020,10,16,2
èüñî,ìå,4,1,2,ìÏ,29500,4,7,8,18,21,21,23,26,32,33,34,34,35,35,3300,1,,1,,,,3,,6,2020,10,16,2
óÈñÿ,ìå,4,1,2,êº,9500,4,4,6,9,11,11,14,17,18,26,28,29,36,36,0,-1,,,,,,,,,2020,10,16,2
äùêX,ìå,4,1,2,ñk,22500,4,1,2,2,2,4,5,6,6,24,27,32,33,37,-1300,-1,,1,,,,,,,2020,10,16,2
ì‡êÏ,ìå,4,1,2,ìå,36500,4,3,5,7,8,13,15,15,15,16,17,27,34,35,0,-1,,,,,,,,,2020,10,16,2
èüñî,ìÏ,1,0,0,ìå,32800,8,2,4,10,9,11,17,23,24,24,33,33,35,35,3900,1,,1,,,,2,,8,2020,10,16,2
óÈñÿ,ìÏ,1,0,0,ìÏ,9500,8,4,4,5,8,9,12,16,17,18,25,26,27,28,-3900,-1,,1,,1,7,,,,2020,10,16,2
äùêX,ìÏ,1,0,0,êº,21200,8,7,7,8,11,12,13,20,25,29,31,34,36,37,0,-1,,,,,,,,,2020,10,16,2
ì‡êÏ,ìÏ,1,0,0,ñk,36500,8,3,5,6,12,12,14,15,16,26,32,34,35,37,0,-1,,,,,,,,,2020,10,16,2
èüñî,ìÏ,1,1,0,ìå,36700,26,1,5,9,11,11,15,20,18,23,25,26,32,34,-2700,-1,1,,,,,,,,2020,10,16,2
óÈñÿ,ìÏ,1,1,0,ìÏ,5600,26,4,7,7,12,17,19,24,26,26,28,31,32,32,-1400,-1,1,,,,,2,,,2020,10,16,2
äùêX,ìÏ,1,1,0,êº,21200,26,1,2,3,9,12,13,13,14,16,22,27,29,37,-1400,-1,1,,,,,,,,2020,10,16,2
ì‡êÏ,ìÏ,1,1,0,ñk,36500,26,2,4,12,15,23,29,31,33,33,33,35,35,36,5500,2,1,,,,,2,,11,2020,10,16,2
èüñî,ìÏ,2,0,0,ñk,34000,2,3,7,8,9,16,16,18,18,23,25,27,32,37,500,1,,,1,1,6,,,,2020,10,16,2
óÈñÿ,ìÏ,2,0,0,ìå,4200,2,4,4,6,7,8,13,14,16,23,25,26,29,33,500,1,,,1,1,13,,,,2020,10,16,2
äùêX,ìÏ,2,0,0,ìÏ,19800,2,5,5,6,6,11,15,20,16,18,24,29,29,35,-1500,-1,,,1,,,,,,2020,10,16,2
ì‡êÏ,ìÏ,2,0,0,êº,42000,2,11,13,13,14,24,30,26,27,29,31,35,35,37,-1500,-1,,,1,,,,,,2020,10,16,2
èüñî,ìÏ,2,1,2,ñk,34500,7,1,1,3,5,8,9,13,15,24,26,27,27,33,-1000,-1,,,1,,,1,,,2020,10,16,2
óÈñÿ,ìÏ,2,1,2,ìå,4700,7,5,6,7,9,14,14,16,18,23,28,28,29,34,2000,1,,,1,1,12,1,,,2020,10,16,2
äùêX,ìÏ,2,1,2,ìÏ,18300,7,4,7,13,15,16,16,17,25,26,28,32,33,37,-1000,-1,,,1,,,,,,2020,10,16,2
ì‡êÏ,ìÏ,2,1,2,êº,40500,7,2,4,9,12,17,18,27,29,31,32,33,35,37,-1000,-1,,,1,,,,,,2020,10,16,2
èüñî,ìÏ,2,2,3,ñk,33500,4,3,15,15,21,23,24,28,28,31,32,34,35,36,0,-1,,,,,,,,,2020,10,16,2
óÈñÿ,ìÏ,2,2,3,ìå,6700,4,2,4,5,5,8,11,18,27,29,29,31,32,37,0,-1,,,,,,,,,2020,10,16,2
äùêX,ìÏ,2,2,3,ìÏ,17300,4,4,7,8,8,8,11,11,18,22,26,28,33,36,-4500,-2,,1,,,,,,,2020,10,16,2
ì‡êÏ,ìÏ,2,2,3,êº,39500,4,3,4,10,11,12,14,16,18,19,25,35,36,36,7500,2,,1,,,,1,,7,2020,10,16,2
èüñî,ìÏ,3,0,0,êº,33500,21,4,7,11,11,15,15,17,21,22,22,22,24,31,0,-1,,,,,,,,,2020,10,16,2
óÈñÿ,ìÏ,3,0,0,ñk,6700,21,5,6,8,13,14,14,16,19,19,26,35,36,36,-12000,-2,,1,,,,1,,,2020,10,16,2
äùêX,ìÏ,3,0,0,ìå,12800,21,4,5,6,6,12,12,20,18,19,21,31,33,37,12000,2,,1,,,,3,,12,2020,10,16,2
ì‡êÏ,ìÏ,3,0,0,ìÏ,47000,21,3,4,4,8,19,21,23,24,26,27,27,32,36,0,-1,,,,,,,,,2020,10,16,2
èüñî,ìÏ,3,1,0,êº,33500,22,1,2,2,9,16,16,19,22,23,24,25,36,37,0,-1,,,,,,,,,2020,10,16,2
óÈñÿ,ìÏ,3,1,0,ñk,-5300,22,2,3,5,6,7,8,12,20,16,22,24,32,35,4200,1,,1,1,10,,,,13,2020,10,16,2
äùêX,ìÏ,3,1,0,ìå,24800,22,5,6,9,11,13,13,14,15,19,22,27,35,36,-4200,-2,,1,1,10,,,,,2020,10,16,2
ì‡êÏ,ìÏ,3,1,0,ìÏ,47000,22,1,1,4,5,6,8,12,14,17,17,26,26,27,0,-1,,,,,,2,,,2020,10,16,2
èüñî,ìÏ,4,0,0,ìÏ,33500,17,4,7,8,16,19,26,32,32,32,33,33,34,35,-4000,-2,1,,,,,1,,,2020,10,16,2
óÈñÿ,ìÏ,4,0,0,êº,-100,17,3,9,12,12,13,20,17,17,18,19,22,23,24,16000,2,1,,,1,7,,,13,2020,10,16,2
äùêX,ìÏ,4,0,0,ñk,19600,17,1,4,6,7,12,16,21,22,23,25,27,35,37,-4000,-2,1,,,,,,,,2020,10,16,2
ì‡êÏ,ìÏ,4,0,0,ìå,47000,17,1,4,10,15,18,23,24,26,26,34,35,37,37,-8000,-2,1,,,,,,,,2020,10,16,2
è¨ó—,ìå,1,0,0,ìå,25000,18,4,6,12,14,16,21,23,29,29,31,32,36,37,-4000,-2,1,,,,,,,,2020,10,19,1
èºñ{,ìå,1,0,0,ìÏ,25000,18,5,5,9,11,12,22,25,26,27,34,35,36,37,-3000,-1,1,,,1,11,,,12,2020,10,19,1
ë∫è„,ìå,1,0,0,êº,25000,18,3,5,8,13,18,19,22,24,27,28,28,29,37,9000,2,1,,,1,9,,,,2020,10,19,1
ëÍëÚ,ìå,1,0,0,ñk,25000,18,3,3,3,6,8,12,15,16,22,24,31,33,34,-2000,-1,1,,,,,,,,2020,10,19,1
è¨ó—,ìå,2,0,0,ñk,21000,32,5,6,11,12,13,14,17,22,24,27,27,31,33,12000,2,1,,,1,5,,,6,2020,10,19,1
èºñ{,ìå,2,0,0,ìå,22000,32,2,3,6,8,21,22,22,24,25,25,29,35,35,-6000,-2,1,,,,,1,,,2020,10,19,1
ë∫è„,ìå,2,0,0,ìÏ,34000,32,3,5,7,8,14,15,22,23,29,32,33,34,36,-3000,-1,1,,,,,,,,2020,10,19,1
ëÍëÚ,ìå,2,0,0,êº,23000,32,4,7,11,13,13,#N/A,17,18,18,23,27,33,36,-3000,-1,1,,,,,,,,2020,10,19,1
è¨ó—,ìå,3,0,0,êº,33000,31,6,7,8,11,15,17,21,23,27,28,29,35,36,-4000,-2,1,,,,,1,,,2020,10,19,1
èºñ{,ìå,3,0,0,ñk,16000,31,2,3,3,6,9,12,15,16,21,27,28,34,36,-4000,-2,1,,,,,,,,2020,10,19,1
ë∫è„,ìå,3,0,0,ìå,31000,31,1,3,8,9,9,13,13,18,25,29,29,32,34,12000,2,1,,,,,,1,17,2020,10,19,1
ëÍëÚ,ìå,3,0,0,ìÏ,20000,31,1,4,5,8,12,13,14,16,17,22,25,35,37,-4000,-2,1,,,,,,,,2020,10,19,1
è¨ó—,ìå,3,1,0,êº,29000,4,2,5,10,7,14,15,22,30,31,33,34,35,36,-1000,-1,,,1,,,,,,2020,10,19,1
èºñ{,ìå,3,1,0,ñk,12000,4,4,6,14,22,23,23,24,26,27,28,29,31,36,2000,1,,,1,1,6,,,,2020,10,19,1
ë∫è„,ìå,3,1,0,ìå,43000,4,2,5,6,9,17,18,21,27,27,32,34,35,37,-1000,-1,,,1,,,,,,2020,10,19,1
ëÍëÚ,ìå,3,1,0,ìÏ,16000,4,2,3,9,11,12,13,17,18,25,27,32,34,37,-1000,-1,,,1,,,,,,2020,10,19,1
è¨ó—,ìå,4,2,1,ìÏ,28000,16,1,1,2,4,9,9,9,14,19,23,35,36,37,0,-1,,,,,,1,,,2020,10,19,1
èºñ{,ìå,4,2,1,êº,14000,16,3,4,8,21,23,25,30,27,29,31,32,33,35,-10200,-2,,1,,,,,,,2020,10,19,1
ë∫è„,ìå,4,2,1,ñk,42000,16,3,7,9,13,13,15,21,22,24,24,26,31,34,0,-1,,,,,,,,,2020,10,19,1
ëÍëÚ,ìå,4,2,1,ìå,15000,16,1,5,12,13,13,14,16,19,22,26,26,28,28,12200,2,,1,,,,,1,9,2020,10,19,1
è¨ó—,ìÏ,1,0,0,ìå,28000,28,2,11,12,14,18,19,21,23,25,26,26,28,31,0,-1,,,,,,,,,2020,10,19,1
èºñ{,ìÏ,1,0,0,ìÏ,12700,28,3,5,8,8,15,17,19,21,22,25,26,34,35,5200,2,,1,,1,11,,,11,2020,10,19,1
ë∫è„,ìÏ,1,0,0,êº,42000,28,1,5,10,9,9,11,15,16,17,19,26,31,36,0,-1,,,,,,,,,2020,10,19,1
ëÍëÚ,ìÏ,1,0,0,ñk,17300,28,2,6,16,22,30,27,28,28,28,32,35,35,36,-5200,-2,,1,,,,1,,,2020,10,19,1
è¨ó—,ìÏ,2,0,0,ñk,28000,33,1,1,3,5,9,11,12,16,23,29,35,35,36,-6000,-2,1,,,,,,,,2020,10,19,1
èºñ{,ìÏ,2,0,0,ìå,17900,33,3,3,6,16,17,19,22,24,24,25,30,29,34,19000,2,1,,,,,,1,15,2020,10,19,1
ë∫è„,ìÏ,2,0,0,ìÏ,42000,33,1,2,2,2,6,8,21,21,22,23,24,25,28,-6000,-2,1,,,,,,,,2020,10,19,1
ëÍëÚ,ìÏ,2,0,0,êº,12100,33,5,8,9,12,13,14,15,23,27,29,31,34,35,-7000,-2,1,,,1,10,,,,2020,10,19,1
è¨ó—,ìÏ,2,1,0,ñk,22000,22,1,1,1,5,6,7,8,12,19,25,26,27,28,-5300,-2,1,,,1,4,,,,2020,10,19,1
èºñ{,ìÏ,2,1,0,ìå,36900,22,3,3,4,11,14,15,20,16,23,23,26,27,28,13300,2,1,,,1,2,,,14,2020,10,19,1
ë∫è„,ìÏ,2,1,0,ìÏ,36000,22,5,7,15,17,18,21,22,22,26,29,31,33,33,-4300,-2,1,,,,,,,,2020,10,19,1
ëÍëÚ,ìÏ,2,1,0,êº,5100,22,5,9,11,13,17,18,18,19,24,30,27,33,37,-4300,-2,1,,,,,,,,2020,10,19,1
è¨ó—,ìÏ,2,2,0,ñk,16900,27,1,3,4,5,7,7,7,11,19,24,29,31,35,-2200,-1,1,,,,,,,,2020,10,19,1
èºñ{,ìÏ,2,2,0,ìå,50200,27,3,4,4,6,8,13,16,17,18,26,32,33,37,6600,2,1,,,,,1,,8,2020,10,19,1
ë∫è„,ìÏ,2,2,0,ìÏ,31900,27,20,17,23,25,26,27,31,31,32,34,35,37,37,-2200,-1,1,,,,,2,,,2020,10,19,1
ëÍëÚ,ìÏ,2,2,0,êº,1000,27,1,10,12,14,14,14,15,22,28,28,32,33,35,-2200,-1,1,,,,,,,,2020,10,19,1
è¨ó—,ìÏ,2,3,0,ñk,14700,2,1,3,3,4,5,7,8,8,11,13,13,16,37,-1500,-1,,,1,,,1,,,2020,10,19,1
èºñ{,ìÏ,2,3,0,ìå,56800,2,1,3,5,6,14,14,15,19,29,32,33,36,36,-1500,-1,,,1,,,,,,2020,10,19,1
ë∫è„,ìÏ,2,3,0,ìÏ,29700,2,2,12,14,14,25,27,27,29,31,33,35,35,37,1500,1,,,1,,,1,,,2020,10,19,1
ëÍëÚ,ìÏ,2,3,0,êº,-1200,2,6,7,8,11,17,17,17,24,24,28,34,35,35,500,1,,,1,1,9,,,,2020,10,19,1
è¨ó—,ìÏ,3,4,1,êº,13200,5,1,3,4,7,12,17,17,21,23,26,32,33,34,15200,2,1,,,1,11,,,13,2020,10,19,1
èºñ{,ìÏ,3,4,1,ñk,55300,5,3,4,6,9,11,15,24,25,28,29,33,36,37,-3400,-1,1,,,1,9,,,,2020,10,19,1
ë∫è„,ìÏ,3,4,1,ìå,31200,5,2,3,5,11,13,15,19,22,23,24,28,29,29,-7400,-2,1,,,1,11,,,,2020,10,19,1
ëÍëÚ,ìÏ,3,4,1,ìÏ,-700,5,6,7,9,9,11,12,20,16,16,25,26,35,36,-4400,-2,1,,,,,,,,2020,10,19,1
è¨ó—,ìÏ,4,0,0,ìÏ,29400,18,3,11,11,12,12,18,23,28,29,32,34,35,36,2000,1,,,1,1,7,,,,2020,10,19,1
èºñ{,ìÏ,4,0,0,êº,51900,18,1,3,4,5,15,18,21,22,25,26,29,34,37,-1000,-1,,,1,,,,,,2020,10,19,1
ë∫è„,ìÏ,4,0,0,ñk,23800,18,5,6,8,8,8,12,16,23,26,31,33,33,36,-1000,-1,,,1,,,,,,2020,10,19,1
ëÍëÚ,ìÏ,4,0,0,ìå,-5100,18,2,4,6,6,9,9,9,14,20,21,30,27,35,-1000,-1,,,1,,,,,,2020,10,19,1
âÄìc,ìå,1,0,0,ìå,25000,29,5,6,7,8,12,13,14,14,23,27,28,31,33,12000,2,,1,,1,8,,,8,2020,10,19,2
êŒã¥,ìå,1,0,0,ìÏ,25000,29,1,2,4,6,7,7,8,26,28,35,37,37,37,0,-1,,,,,,1,,,2020,10,19,2
ëÍëÚ,ìå,1,0,0,êº,25000,29,9,11,11,13,19,21,21,23,26,27,27,35,35,-12000,-2,,1,,,,,,,2020,10,19,2
îííπ,ìå,1,0,0,ñk,25000,29,2,2,3,6,9,16,18,24,24,27,33,36,36,0,-1,,,,,,,,,2020,10,19,2
âÄìc,ìå,1,1,0,ìå,37000,19,12,14,20,16,21,24,26,27,28,28,34,35,37,8100,2,1,,,1,12,,,17,2020,10,19,2
êŒã¥,ìå,1,1,0,ìÏ,25000,19,1,2,7,7,9,13,16,16,19,30,29,29,33,-2700,-1,1,,,,,,,,2020,10,19,2
ëÍëÚ,ìå,1,1,0,êº,13000,19,2,3,4,9,11,11,17,19,23,32,32,33,36,-2700,-1,1,,,,,,,,2020,10,19,2
îííπ,ìå,1,1,0,ñk,25000,19,3,5,10,12,12,12,14,15,17,17,23,28,35,-2700,-1,1,,,,,1,,,2020,10,19,2
âÄìc,ìå,1,2,0,ìå,45100,4,10,8,8,12,21,24,27,27,31,32,32,32,34,-2800,-1,1,,,,,,,,2020,10,19,2
êŒã¥,ìå,1,2,0,ìÏ,22300,4,2,2,5,12,14,21,22,23,26,26,27,35,36,5800,2,1,,,1,4,,,6,2020,10,19,2
ëÍëÚ,ìå,1,2,0,êº,10300,4,1,3,9,9,9,13,13,14,16,19,29,31,35,-1500,-1,1,,,,,,,,2020,10,19,2
îííπ,ìå,1,2,0,ñk,22300,4,4,6,7,7,19,21,22,23,24,25,33,34,36,-1500,-1,1,,,,,,,,2020,10,19,2
âÄìc,ìå,2,0,0,ñk,42300,13,4,10,9,11,15,17,22,23,24,25,29,31,31,1500,1,,,1,,,,,,2020,10,19,2
êŒã¥,ìå,2,0,0,ìå,28100,13,1,1,5,9,13,15,20,18,21,21,29,33,33,500,1,,,1,1,7,1,,,2020,10,19,2
ëÍëÚ,ìå,2,0,0,ìÏ,8800,13,4,7,11,11,14,19,21,23,24,24,25,29,34,-1500,-1,,,1,,,,,,2020,10,19,2
îííπ,ìå,2,0,0,êº,20800,13,8,9,13,14,18,18,18,19,19,26,27,32,35,-1500,-1,,,1,,,,,,2020,10,19,2
âÄìc,ìå,2,1,1,ñk,43800,31,1,6,8,12,12,16,22,26,26,27,32,34,36,-400,-1,1,,,,,,,,2020,10,19,2
êŒã¥,ìå,2,1,1,ìå,28600,31,2,2,3,5,9,13,20,18,19,25,26,26,35,-600,-1,1,,,,,,,,2020,10,19,2
ëÍëÚ,ìå,2,1,1,ìÏ,7300,31,1,4,4,6,8,8,16,19,22,23,35,35,37,2400,1,1,,,,,2,,17,2020,10,19,2
îííπ,ìå,2,1,1,êº,19300,31,5,7,7,13,15,15,17,18,21,23,30,28,35,-400,-1,1,,,,,,,,2020,10,19,2
âÄìc,ìå,3,0,0,êº,43400,4,8,11,14,15,18,19,22,25,27,28,34,35,36,0,-1,,,1,,,1,,,2020,10,19,2
êŒã¥,ìå,3,0,0,ñk,28000,4,3,4,5,6,14,14,16,22,23,23,24,32,32,0,-1,,,1,,,,,,2020,10,19,2
ëÍëÚ,ìå,3,0,0,ìå,9700,4,2,3,4,7,8,11,13,17,21,22,24,26,26,0,-1,,,1,,,1,,,2020,10,19,2
îííπ,ìå,3,0,0,ìÏ,18900,4,2,4,9,11,13,14,16,24,25,28,29,36,37,0,-1,,,1,,,2,,,2020,10,19,2
âÄìc,ìå,4,0,0,ìÏ,40300,36,2,4,6,16,19,21,22,22,23,23,24,32,35,-4000,-2,1,,,,,,,,2020,10,19,2
êŒã¥,ìå,4,0,0,êº,24900,36,4,6,7,13,15,17,18,22,27,33,33,36,37,-4000,-2,1,,,,,,,,2020,10,19,2
ëÍëÚ,ìå,4,0,0,ñk,3600,36,3,4,5,10,13,15,21,26,26,28,33,34,34,16000,2,1,,,,,2,,11,2020,10,19,2
îííπ,ìå,4,0,0,ìå,31200,36,2,5,6,7,8,11,15,18,21,32,37,37,37,-8000,-2,1,,,,,2,,,2020,10,19,2
âÄìc,ìÏ,1,0,0,ìå,36300,11,2,4,21,22,23,28,28,29,31,32,33,34,36,0,-1,,,,,,3,,,2020,10,19,2
êŒã¥,ìÏ,1,0,0,ìÏ,20900,11,1,6,7,#N/A,13,21,21,27,29,32,34,34,36,0,-1,,,,,,1,,,2020,10,19,2
ëÍëÚ,ìÏ,1,0,0,êº,19600,11,3,3,5,6,14,17,23,24,24,28,31,35,37,12000,2,,1,,1,12,,,18,2020,10,19,2
îííπ,ìÏ,1,0,0,ñk,23200,11,1,3,4,6,11,11,12,14,16,16,19,24,25,-12000,-2,,1,,,,,,,2020,10,19,2
âÄìc,ìÏ,2,0,0,ñk,36300,29,5,10,7,15,16,17,19,21,23,26,29,35,37,-2000,-1,1,,,,,1,,,2020,10,19,2
êŒã¥,ìÏ,2,0,0,ìå,20900,29,7,8,11,14,17,18,18,23,30,27,27,33,33,-4000,-2,1,,,,,1,,,2020,10,19,2
ëÍëÚ,ìÏ,2,0,0,ìÏ,31600,29,1,1,2,4,6,7,8,9,12,17,24,28,34,8000,2,1,,,,,,1,9,2020,10,19,2
îííπ,ìÏ,2,0,0,êº,11200,29,7,9,20,16,19,22,22,25,28,31,31,32,36,-2000,-1,1,,,,,,,,2020,10,19,2
âÄìc,ìÏ,3,0,0,êº,34300,22,1,3,7,22,23,26,28,29,29,31,34,35,36,-7700,-2,,1,,,,1,,,2020,10,19,2
êŒã¥,ìÏ,3,0,0,ñk,16900,22,2,2,5,10,7,12,12,13,14,19,23,23,24,-1000,-1,,,,1,13,,,,2020,10,19,2
ëÍëÚ,ìÏ,3,0,0,ìå,39600,22,3,8,8,18,24,26,26,27,28,29,32,34,36,8700,2,,1,,1,8,,,15,2020,10,19,2
îííπ,ìÏ,3,0,0,ìÏ,9200,22,4,4,6,18,19,21,21,30,28,29,31,32,34,0,-1,,,,,,,,,2020,10,19,2
âÄìc,ìÏ,3,1,0,êº,26600,26,1,5,13,14,19,21,23,24,27,27,33,34,37,-400,-1,1,,,,,,,,2020,10,19,2
êŒã¥,ìÏ,3,1,0,ñk,15900,26,5,5,7,14,16,19,21,24,27,31,31,34,36,2400,1,1,,,,,,1,16,2020,10,19,2
ëÍëÚ,ìÏ,3,1,0,ìå,48300,26,1,4,6,11,12,17,18,25,#N/A,26,29,29,37,-600,-1,1,,,,,1,,,2020,10,19,2
îííπ,ìÏ,3,1,0,ìÏ,9200,26,2,3,9,9,11,11,13,13,28,32,33,34,35,-1400,-1,1,,,1,16,,,,2020,10,19,2
âÄìc,ìÏ,4,0,0,ìÏ,26200,3,9,11,12,14,20,23,24,24,27,31,35,36,37,-500,-1,1,,,,,,,,2020,10,19,2
êŒã¥,ìÏ,4,0,0,êº,18300,3,6,11,14,17,19,19,22,23,28,31,32,33,37,-500,-1,1,,,,,,,,2020,10,19,2
ëÍëÚ,ìÏ,4,0,0,ñk,47700,3,1,1,7,7,9,13,16,19,21,22,23,26,26,-500,-1,1,,,,,,,,2020,10,19,2
îííπ,ìÏ,4,0,0,ìå,7800,3,2,2,2,4,9,12,12,22,28,29,36,37,37,1500,1,1,,,,,1,,7,2020,10,19,2
âÄìc,ìÏ,4,1,0,ìÏ,25700,6,2,8,15,17,17,26,32,32,33,34,36,36,37,-1900,-1,,1,,,,,,,2020,10,19,2
êŒã¥,ìÏ,4,1,0,êº,17800,6,2,2,4,9,9,18,22,23,24,25,26,29,31,-1000,-1,,,,1,10,,,,2020,10,19,2
ëÍëÚ,ìÏ,4,1,0,ñk,47200,6,1,1,4,4,7,12,12,16,21,24,29,32,35,3900,1,,1,,,,,,11,2020,10,19,2
îííπ,ìÏ,4,1,0,ìå,9300,6,3,12,14,16,16,17,18,19,21,23,24,26,33,-1000,-1,,,,1,7,,,,2020,10,19,2
äùêX,ìå,1,0,0,ìå,25000,31,1,2,5,7,8,8,13,17,22,29,29,33,35,-2000,-1,1,,,,,1,,,2020,10,20,1
ñx,ìå,1,0,0,ìÏ,25000,31,1,2,7,19,19,21,22,24,28,28,31,35,37,-1000,-1,1,,,,,,,,2020,10,20,1
ëOå¥,ìå,1,0,0,êº,25000,31,1,3,5,6,8,11,14,14,21,21,23,28,33,-1000,-1,1,,,,,,,,2020,10,20,1
çïëÚ,ìå,1,0,0,ñk,25000,31,6,7,8,9,9,15,20,17,19,21,23,23,31,4000,1,1,,,1,7,,16,,2020,10,20,1
äùêX,ìå,2,0,0,ñk,23000,3,1,5,6,8,13,14,15,16,21,27,32,34,36,-3000,-1,1,,,,,,,,2020,10,20,1
ñx,ìå,2,0,0,ìå,24000,3,1,6,8,11,14,14,15,18,19,28,32,33,34,-6000,-2,1,,,,,,,,2020,10,20,1
